FLUSS_KM	RW	HW	HOEHE
45.1	3930316.036	776071.316	368.063
45.1	3930310.207	776073.184	365.944
45.1	3930310.021	776073.243	365.877
45.1	3930308.717	776073.661	365.828
45.1	3930307.462	776074.063	365.78
45.1	3930304.165	776075.12	365.62
45.1	3930303.783	776075.242	365.598
45.1	3930303.326	776075.388	365.572
45.1	3930300.069	776076.432	365.411
45.1	3930298.171	776077.04	365.33
45.1	3930297.696	776077.192	365.31
45.1	3930297.215	776077.347	365.29
45.1	3930295.317	776077.955	365.208
45.1	3930293.235	776078.622	364.853
45.1	3930292.719	776078.787	364.756
45.1	3930292.171	776078.963	364.653
45.1	3930290.126	776079.618	364.304
45.1	3930287.35	776080.508	364.39
45.1	3930286.399	776080.813	364.42
45.1	3930285.39	776081.136	364.452
45.1	3930282.712	776081.994	364.535
45.1	3930280.826	776082.598	364.592
45.1	3930279.748	776082.944	364.63
45.1	3930278.567	776083.322	364.671
45.1	3930276.781	776083.895	364.725
45.1	3930275.296	776084.37	364.778
45.1	3930274.083	776084.759	364.821
45.1	3930272.759	776085.183	364.868
45.1	3930271.379	776085.626	364.917
45.1	3930270.153	776086.018	364.96
45.1	3930269.337	776086.28	364.989
45.1	3930268.332	776086.602	365.024
45.1	3930267.15	776086.981	365.066
45.1	3930266.246	776087.27	365.094
45.1	3930265.786	776087.418	365.107
45.1	3930265.035	776087.658	365.127
45.1	3930262.093	776088.601	365.233
45.1	3930259.075	776089.568	365.341
45.1	3930258.404	776089.783	365.359
45.1	3930257.795	776089.979	365.122
45.1	3930254.663	776090.982	364.006
45.1	3930251.351	776092.043	362.826
45.1	3930250.908	776092.185	362.653
45.1	3930250.741	776092.239	362.575
45.1	3930249.525	776092.628	362.049
45.1	3930248.3	776093.021	361.519
45.1	3930248.142	776093.072	361.445
45.1	3930247.799	776093.182	361.385
45.1	3930245.196	776094.016	360.951
45.1	3930242.526	776094.871	360.505
45.1	3930242.247	776094.961	360.456
45.1	3930241.869	776095.082	360.449
45.1	3930238.217	776096.252	360.354
45.1	3930234.445	776097.461	360.255
45.1	3930234.182	776097.545	360.251
45.1	3930233.901	776097.635	360.255
45.1	3930229.867	776098.927	360.28
45.1	3930225.676	776100.27	360.306
45.1	3930225.548	776100.312	360.308
45.1	3930225.486	776100.331	360.325
45.1	3930223.508	776100.965	360.892
45.1	3930221.495	776101.61	361.469
45.1	3930221.468	776101.619	361.476
45.1	3930221.441	776101.627	361.486
45.1	3930219.334	776102.303	362.216
45.1	3930218.351	776102.618	362.557
45.1	3930217.211	776102.983	362.95
45.1	3930217.195	776102.988	362.956
45.1	3930217.176	776102.994	362.963
45.1	3930214.818	776103.75	363.922
45.1	3930212.62	776104.454	364.816
45.1	3930212.436	776104.513	364.888
45.1	3930212.229	776104.579	364.891
45.1	3930209.681	776105.396	364.895
45.1	3930207.311	776106.155	364.899
45.1	3930206.945	776106.273	364.904
45.1	3930206.757	776106.333	364.86
45.1	3930205.828	776106.63	364.645
45.1	3930204.938	776106.916	364.439
45.1	3930204.708	776106.99	364.384
45.1	3930204.29	776107.123	364.383
45.1	3930202.629	776107.655	364.369
45.1	3930201.086	776108.15	364.356
45.1	3930200.554	776108.32	364.355
45.1	3930199.87	776108.54	364.355
45.1	3930198.112	776109.103	364.355
45.1	3930196.441	776109.638	364.355
45.1	3930195.67	776109.885	364.356
45.1	3930193.947	776110.438	364.368
45.1	3930190.912	776111.41	364.397
45.1	3930188.432	776112.205	364.421
45.1	3930186.156	776112.934	364.435
45.1	3930185.14	776113.26	364.619
45.1	3930184.288	776113.533	364.769
45.1	3930183.463	776113.797	364.915
45.1	3930182.42	776114.131	365.104
45.1	3930180.572	776114.723	365.181
45.1	3930179.351	776115.114	365.229
45.1	3930178.25	776115.467	365.272
45.1	3930176.29	776116.096	365.355
45.1	3930173.039	776117.137	365.496
45.1	3930171.898	776117.503	365.545
45.1	3930170.91	776117.82	365.587
45.1	3930167.534	776118.901	365.735
45.1	3930160.809	776121.056	368.434
45.1	3930160.393	776121.189	368.601
45.1	3930160.05	776121.299	368.739
45.1	3930156.585	776122.41	370.13
45.2	3930338.848	776187.845	372.104
45.2	3930334.08	776188.628	370.205
45.2	3930331.243	776189.094	369.034
45.2	3930328.163	776189.599	367.762
45.2	3930323.668	776190.337	365.968
45.2	3930322.283	776190.564	365.918
45.2	3930320.823	776190.804	365.859
45.2	3930319.202	776191.07	365.793
45.2	3930317.928	776191.28	365.746
45.2	3930316.587	776191.5	365.706
45.2	3930314.31	776191.874	365.643
45.2	3930311.563	776192.325	365.568
45.2	3930310.639	776192.476	365.541
45.2	3930309.805	776192.613	365.428
45.2	3930306.663	776193.129	365.002
45.2	3930303.555	776193.639	364.58
45.2	3930302.69	776193.781	364.463
45.2	3930301.854	776193.919	364.493
45.2	3930298.77	776194.425	364.627
45.2	3930295.577	776194.949	364.766
45.2	3930294.875	776195.064	364.792
45.2	3930294.199	776195.175	364.786
45.2	3930290.946	776195.709	364.742
45.2	3930287.809	776196.225	364.699
45.2	3930287	776196.357	364.693
45.2	3930286.104	776196.504	364.664
45.2	3930282.838	776197.041	364.588
45.2	3930279.998	776197.507	364.522
45.2	3930278.655	776197.727	364.477
45.2	3930277.87	776197.856	364.569
45.2	3930276.414	776198.095	364.731
45.2	3930275.121	776198.308	364.874
45.2	3930274.179	776198.462	364.985
45.2	3930272.419	776198.751	365.013
45.2	3930270.671	776199.038	365.039
45.2	3930269.298	776199.264	365.06
45.2	3930267.167	776199.614	365.094
45.2	3930265.036	776199.963	364.366
45.2	3930264.209	776200.099	364.077
45.2	3930263.463	776200.222	363.816
45.2	3930261.25	776200.585	363.063
45.2	3930259.598	776200.856	362.412
45.2	3930259.598	776200.856	362.412
45.2	3930259.245	776200.914	362.278
45.2	3930259.245	776200.914	362.278
45.2	3930259.245	776200.914	362.278
45.2	3930258.927	776200.966	362.157
45.2	3930258.926	776200.966	362.157
45.2	3930258.926	776200.966	362.157
45.2	3930257.24	776201.243	361.492
45.2	3930257.24	776201.243	361.492
45.2	3930253.926	776201.787	361.089
45.2	3930253.574	776201.845	361.046
45.2	3930253.277	776201.894	361.01
45.2	3930249.91	776202.447	360.6
45.2	3930246.4	776203.023	360.298
45.2	3930244.945	776203.262	360.172
45.2	3930244.859	776203.276	360.165
45.2	3930244.772	776203.29	360.157
45.2	3930239.813	776204.104	359.727
45.2	3930235.525	776204.808	359.409
45.2	3930234.959	776204.901	359.363
45.2	3930234.387	776204.995	359.317
45.2	3930230.109	776205.698	358.997
45.2	3930228.458	776205.969	359.617
45.2	3930228.104	776206.027	359.756
45.2	3930227.748	776206.085	359.896
45.2	3930226.1	776206.356	360.516
45.2	3930224.587	776206.604	361.359
45.2	3930224.19	776206.669	361.594
45.2	3930223.794	776206.734	361.828
45.2	3930222.282	776206.983	362.672
45.2	3930220.149	776207.333	363.343
45.2	3930219.498	776207.44	363.555
45.2	3930218.822	776207.551	363.775
45.2	3930216.718	776207.896	364.438
45.2	3930214.114	776208.324	364.527
45.2	3930213.011	776208.505	364.565
45.2	3930211.806	776208.703	364.608
45.2	3930209.294	776209.115	364.693
45.2	3930208.441	776209.255	364.576
45.2	3930208.006	776209.326	364.516
45.2	3930207.557	776209.4	364.453
45.2	3930206.72	776209.538	364.338
45.2	3930205.572	776209.726	364.368
45.2	3930204.934	776209.831	364.383
45.2	3930204.273	776209.939	364.4
45.2	3930203.154	776210.123	364.428
45.2	3930201.104	776210.46	364.57
45.2	3930199.577	776210.71	364.676
45.2	3930197.956	776210.976	364.788
45.2	3930195.996	776211.298	364.923
45.2	3930194.046	776211.618	365.03
45.2	3930192.427	776211.884	365.132
45.2	3930190.674	776212.172	365.241
45.2	3930188.892	776212.465	365.34
45.2	3930185.443	776213.031	366.755
45.2	3930181.5	776213.678	368.364
45.2	3930177.653	776214.31	369.935
45.2	3930174.108	776214.892	371.389
45.3	3930368.113	776248.189	372.325
45.3	3930363.358	776250.45	370.172
45.3	3930361.377	776251.392	369.273
45.3	3930358.341	776252.836	367.894
45.3	3930354.664	776254.584	366.228
45.3	3930354.056	776254.874	366.215
45.3	3930353.005	776255.374	366.177
45.3	3930351.755	776255.968	366.132
45.3	3930351.329	776256.17	366.122
45.3	3930350.994	776256.33	366.072
45.3	3930349.735	776256.928	365.93
45.3	3930348.338	776257.593	365.772
45.3	3930348.126	776257.694	365.742
45.3	3930347.814	776257.842	365.74
45.3	3930345.725	776258.835	365.716
45.3	3930343.529	776259.879	365.69
45.3	3930343.363	776259.958	365.687
45.3	3930343.352	776259.964	365.687
45.3	3930343.33	776259.974	365.685
45.3	3930339.221	776261.928	365.36
45.3	3930336.084	776263.42	365.112
45.3	3930335.198	776263.841	365.042
45.3	3930334.438	776264.203	365.016
45.3	3930332.634	776265.061	365.006
45.3	3930331.055	776265.811	364.997
45.3	3930330.03	776266.299	364.958
45.3	3930328.763	776266.901	364.915
45.3	3930326.924	776267.776	364.86
45.3	3930325.409	776268.496	364.815
45.3	3930323.82	776269.252	364.759
45.3	3930322.999	776269.642	364.757
45.3	3930322.067	776270.085	364.754
45.3	3930318.231	776271.91	364.72
45.3	3930317.754	776272.137	364.716
45.3	3930316.939	776272.524	364.708
45.3	3930314.131	776273.859	364.683
45.3	3930312.548	776274.612	364.678
45.3	3930312.106	776274.822	364.676
45.3	3930308.877	776276.357	364.666
45.3	3930308.608	776276.486	364.665
45.3	3930305.6	776277.916	364.714
45.3	3930303.775	776278.783	364.744
45.3	3930302.143	776279.56	364.74
45.3	3930300.655	776280.267	364.723
45.3	3930298.895	776281.104	364.713
45.3	3930297.071	776281.971	364.702
45.3	3930295.704	776282.621	364.688
45.3	3930294.416	776283.234	364.694
45.3	3930291.565	776284.59	364.715
45.3	3930288.533	776286.032	364.737
45.3	3930287.397	776286.572	364.743
45.3	3930286.609	776286.947	364.751
45.3	3930285.416	776287.514	364.763
45.3	3930283.535	776288.408	364.774
45.3	3930281.993	776289.141	364.784
45.3	3930280.668	776289.771	364.792
45.3	3930278.739	776290.689	364.804
45.3	3930276.597	776291.708	364.832
45.3	3930274.625	776292.645	364.839
45.3	3930272.997	776293.419	364.845
45.3	3930270.466	776294.623	364.88
45.3	3930269.254	776295.199	364.109
45.3	3930268.461	776295.576	363.626
45.3	3930267.721	776295.928	363.175
45.3	3930266.457	776296.529	362.37
45.3	3930265.308	776297.076	361.48
45.3	3930264.731	776297.35	361.002
45.3	3930264.203	776297.601	360.565
45.3	3930263	776298.173	359.636
45.3	3930260.194	776299.508	359.499
45.3	3930259.275	776299.945	359.447
45.3	3930258.509	776300.309	359.405
45.3	3930255.527	776301.727	359.261
45.3	3930251.889	776303.457	358.935
45.3	3930251.391	776303.693	358.888
45.3	3930250.98	776303.889	358.85
45.3	3930247.241	776305.667	358.516
45.3	3930243.04	776307.665	358.706
45.3	3930243.025	776307.672	358.706
45.3	3930243.013	776307.678	358.707
45.3	3930242.736	776307.809	358.72
45.3	3930238.797	776309.682	358.902
45.3	3930237.234	776310.425	359.574
45.3	3930237.127	776310.476	359.619
45.3	3930237.019	776310.528	359.664
45.3	3930235.456	776311.271	360.335
45.3	3930233.759	776312.078	361.489
45.3	3930233.563	776312.171	361.61
45.3	3930233.364	776312.266	361.733
45.3	3930231.667	776313.073	362.882
45.3	3930230.149	776313.794	363.644
45.3	3930229.864	776313.93	363.783
45.3	3930229.561	776314.075	363.931
45.3	3930228.051	776314.792	364.688
45.3	3930227.127	776315.232	364.745
45.3	3930226.244	776315.652	364.8
45.3	3930224.274	776316.588	364.896
45.3	3930223.687	776316.868	364.923
45.3	3930223.1	776317.147	364.95
45.3	3930221.137	776318.08	365.045
45.3	3930219.04	776319.077	365.146
45.3	3930218.131	776319.509	365.188
45.3	3930217.174	776319.965	365.232
45.3	3930215.112	776320.945	365.331
45.3	3930210.807	776322.992	367.19
45.3	3930208.315	776324.177	368.27
45.3	3930205.677	776325.432	369.413
45.3	3930201.519	776327.409	371.209
45.4	3930383.967	776264.839	372.433
45.4	3930383.441	776265.565	372.048
45.4	3930379.722	776270.695	369.334
45.4	3930377.276	776274.071	367.548
45.4	3930375.485	776276.543	366.235
45.4	3930374.976	776277.245	366.204
45.4	3930374.446	776277.976	366.171
45.4	3930373.953	776278.656	366.14
45.4	3930373.412	776279.403	366.107
45.4	3930372.9	776280.11	365.925
45.4	3930372.579	776280.552	365.804
45.4	3930372.273	776280.974	365.688
45.4	3930371.738	776281.712	365.498
45.4	3930370.722	776283.114	365.537
45.4	3930370.609	776283.271	365.542
45.4	3930370.504	776283.415	365.546
45.4	3930369.51	776284.788	365.584
45.4	3930368.645	776285.98	365.574
45.4	3930367.772	776287.186	365.564
45.4	3930366.545	776288.878	365.465
45.4	3930366.457	776289	365.458
45.4	3930366.364	776289.128	365.451
45.4	3930365.12	776290.845	365.351
45.4	3930363.732	776292.76	365.334
45.4	3930362.997	776293.774	365.332
45.4	3930362.29	776294.75	365.33
45.4	3930360.869	776296.71	365.313
45.4	3930358.91	776299.414	365.306
45.4	3930357.776	776300.979	365.307
45.4	3930356.658	776302.521	365.307
45.4	3930354.682	776305.248	365.301
45.4	3930352.52	776308.231	365.272
45.4	3930351.344	776309.853	365.252
45.4	3930350.269	776311.337	365.234
45.4	3930348.005	776314.461	365.204
45.4	3930346.295	776316.82	365.167
45.4	3930345.405	776318.049	365.145
45.4	3930344.527	776319.26	365.123
45.4	3930342.803	776321.64	365.086
45.4	3930341.097	776323.994	365.012
45.4	3930340.083	776325.393	364.938
45.4	3930339.012	776326.871	364.86
45.4	3930337.356	776329.156	364.784
45.4	3930336.202	776330.748	364.717
45.4	3930335.236	776332.081	364.679
45.4	3930334.117	776333.625	364.635
45.4	3930333.119	776335.002	364.58
45.4	3930332.56	776335.774	364.561
45.4	3930331.998	776336.549	364.541
45.4	3930331.317	776337.488	364.518
45.4	3930330.803	776338.198	364.501
45.4	3930330.322	776338.862	364.524
45.4	3930329.857	776339.504	364.68
45.4	3930329.348	776340.206	364.851
45.4	3930329.024	776340.652	364.875
45.4	3930328.746	776341.036	364.884
45.4	3930327.05	776343.376	364.898
45.4	3930325.38	776345.681	364.912
45.4	3930325.019	776346.18	364.913
45.4	3930324.963	776346.257	364.913
45.4	3930324.933	776346.299	364.873
45.4	3930323.842	776347.803	363.488
45.4	3930323.842	776347.803	363.488
45.4	3930322.93	776349.062	362.331
45.4	3930322.93	776349.062	362.331
45.4	3930322.93	776349.062	362.331
45.4	3930322.732	776349.334	362.061
45.4	3930322.732	776349.334	362.061
45.4	3930322.403	776349.789	361.761
45.4	3930321.271	776351.351	360.664
45.4	3930320.393	776352.563	359.813
45.4	3930319.802	776353.378	359.283
45.4	3930317.936	776355.953	359.228
45.4	3930316.476	776357.968	359.178
45.4	3930315.606	776359.168	359.148
45.4	3930313.097	776362.63	359.08
45.4	3930311.002	776365.521	358.906
45.4	3930309.888	776367.058	358.814
45.4	3930309.66	776367.372	358.795
45.4	3930309.356	776367.791	358.769
45.4	3930306.198	776372.15	358.504
45.4	3930304.002	776375.18	358.889
45.4	3930302.687	776376.994	359.108
45.4	3930300.972	776379.362	359.395
45.4	3930299.148	776381.878	359.71
45.4	3930298.533	776382.727	359.981
45.4	3930297.641	776383.957	360.382
45.4	3930296.654	776385.319	360.826
45.4	3930296.138	776386.032	361.055
45.4	3930295.617	776386.751	361.372
45.4	3930294.348	776388.501	362.081
45.4	3930292.918	776390.475	362.88
45.4	3930292.918	776390.475	362.88
45.4	3930292.557	776390.973	363.097
45.4	3930292.557	776390.973	363.097
45.4	3930292.203	776391.461	363.157
45.4	3930290.332	776394.043	363.417
45.4	3930288.968	776395.926	363.608
45.4	3930288.276	776396.88	363.725
45.4	3930288.16	776397.041	363.752
45.4	3930288.081	776397.149	363.773
45.4	3930286.868	776398.822	364.09
45.4	3930285.777	776400.329	364.375
45.4	3930285.622	776400.543	364.416
45.4	3930285.144	776401.203	364.452
45.4	3930282.282	776405.151	364.666
45.4	3930280.196	776408.029	364.823
45.4	3930278.898	776409.821	364.921
45.4	3930277.116	776412.28	366.142
45.4	3930273.988	776416.595	368.169
45.4	3930270.439	776421.493	370.47
45.5	3930409.983	776284.092	372.499
45.5	3930409.757	776290.539	370.201
45.5	3930409.676	776292.848	369.38
45.5	3930409.672	776292.957	369.341
45.5	3930409.668	776293.077	369.297
45.5	3930409.379	776301.336	366.275
45.5	3930409.372	776301.533	366.271
45.5	3930409.332	776302.672	366.246
45.5	3930409.315	776303.146	366.235
45.5	3930409.264	776304.618	366.2
45.5	3930409.252	776304.95	366.192
45.5	3930409.222	776305.808	366.045
45.5	3930409.154	776307.763	365.702
45.5	3930409.114	776308.908	365.502
45.5	3930409.051	776310.681	365.201
45.5	3930408.934	776314.021	365.169
45.5	3930408.9	776315.014	365.16
45.5	3930408.889	776315.328	365.157
45.5	3930408.867	776315.939	365.151
45.5	3930408.735	776319.701	365.116
45.5	3930408.669	776321.583	365.098
45.5	3930408.578	776324.196	365.073
45.5	3930408.451	776327.837	365.038
45.5	3930408.428	776328.492	365.033
45.5	3930408.422	776328.666	365.032
45.5	3930408.412	776328.944	365.031
45.5	3930408.27	776332.983	365.004
45.5	3930408.189	776335.292	364.988
45.5	3930408.123	776337.178	364.982
45.5	3930408.023	776340.041	364.973
45.5	3930407.983	776341.19	364.967
45.5	3930407.957	776341.914	364.963
45.5	3930407.845	776345.135	364.957
45.5	3930407.831	776345.516	364.956
45.5	3930407.738	776348.185	364.95
45.5	3930407.722	776348.626	364.951
45.5	3930407.701	776349.224	364.952
45.5	3930407.601	776352.086	364.949
45.5	3930407.554	776353.416	364.964
45.5	3930407.533	776354.031	364.97
45.5	3930407.507	776354.772	364.978
45.5	3930407.469	776355.864	364.99
45.5	3930407.451	776356.377	365.002
45.5	3930407.434	776356.844	365.013
45.5	3930407.409	776357.578	364.482
45.5	3930407.371	776358.669	363.752
45.5	3930407.33	776359.836	362.969
45.5	3930407.306	776360.5	362.491
45.5	3930407.28	776361.244	361.72
45.5	3930407.235	776362.537	360.338
45.5	3930407.189	776363.858	358.926
45.5	3930407.164	776364.574	358.185
45.5	3930407.117	776365.909	358.056
45.5	3930407.03	776368.385	357.796
45.5	3930406.939	776370.998	357.522
45.5	3930406.897	776372.192	357.407
45.5	3930406.848	776373.6	357.338
45.5	3930406.734	776376.847	357.183
45.5	3930406.734	776376.847	357.183
45.5	3930406.612	776380.31	357.017
45.5	3930406.612	776380.31	357.017
45.5	3930406.612	776380.31	357.017
45.5	3930406.571	776381.501	356.958
45.5	3930406.571	776381.501	356.958
45.5	3930406.571	776381.501	356.958
45.5	3930406.535	776382.514	357.112
45.5	3930406.535	776382.514	357.112
45.5	3930406.535	776382.514	357.112
45.5	3930406.43	776385.509	357.574
45.5	3930406.43	776385.509	357.574
45.5	3930406.32	776388.678	358.063
45.5	3930406.29	776389.515	358.19
45.5	3930406.271	776390.054	358.317
45.5	3930406.196	776392.192	358.816
45.5	3930406.118	776394.426	359.338
45.5	3930406.103	776394.87	359.442
45.5	3930406.089	776395.259	359.75
45.5	3930406.02	776397.24	361.362
45.5	3930405.948	776399.282	363.024
45.5	3930405.936	776399.61	363.284
45.5	3930405.925	776399.944	363.338
45.5	3930405.855	776401.938	363.75
45.5	3930405.789	776403.816	364.137
45.5	3930405.773	776404.268	364.21
45.5	3930405.729	776405.531	364.274
45.5	3930405.589	776409.543	364.476
45.5	3930405.47	776412.928	364.647
45.5	3930405.414	776414.528	364.728
45.5	3930405.384	776415.382	364.742
45.5	3930405.354	776416.244	364.756
45.5	3930405.308	776417.558	364.76
45.5	3930405.191	776420.905	364.736
45.5	3930405.033	776425.394	364.704
45.5	3930405.022	776425.725	364.695
